crop_file,logits,dataset,softmax_values,pred_label,true_label,original_rec,crop_start_sample,crop_end_sample
00000848.npy,"[2.5159385204315186, -3.16609787940979, -2.2205309867858887]",train,"[0.9879702925682068, 0.003365633310750127, 0.008664059452712536]",0,0,sub-037,0,499.0
00000849.npy,"[0.9445217251777649, -1.608316421508789, -1.1823796033859253]",train,"[0.8353755474090576, 0.0650426521897316, 0.09958186000585556]",0,0,sub-037,500,999.0
00000850.npy,"[1.5914255380630493, -2.3414113521575928, -1.3272165060043335]",train,"[0.9314500093460083, 0.018245263025164604, 0.05030479654669762]",0,0,sub-037,1000,1499.0
00000851.npy,"[2.634049654006958, -3.2481777667999268, -2.2560136318206787]",train,"[0.9897957444190979, 0.0027601118199527264, 0.007444200571626425]",0,0,sub-037,1500,1999.0
00000852.npy,"[1.3681440353393555, -2.0960140228271484, -1.3774908781051636]",train,"[0.9128194451332092, 0.02857065014541149, 0.058609869331121445]",0,0,sub-037,2000,2499.0
00000853.npy,"[0.9133974313735962, -1.4075318574905396, -1.1357961893081665]",train,"[0.8149819374084473, 0.08001679927110672, 0.10500124841928482]",0,0,sub-037,2500,2999.0
00000854.npy,"[1.5754868984222412, -2.3060967922210693, -1.8072699308395386]",train,"[0.9482521414756775, 0.019551202654838562, 0.03219669312238693]",0,0,sub-037,3000,3499.0
00000855.npy,"[1.0025269985198975, -1.7874188423156738, -1.106518030166626]",train,"[0.8454670310020447, 0.05193242058157921, 0.10260063409805298]",0,0,sub-037,3500,3999.0
00000856.npy,"[2.368309497833252, -2.8353285789489746, -2.241577625274658]",train,"[0.9847856760025024, 0.005412904545664787, 0.009801514446735382]",0,0,sub-037,4000,4499.0
00000857.npy,"[1.1007496118545532, -1.6766352653503418, -1.3864121437072754]",train,"[0.8730981349945068, 0.054307546466588974, 0.0725942999124527]",0,0,sub-037,4500,4999.0
00000858.npy,"[2.3842484951019287, -2.905642032623291, -2.126384973526001]",train,"[0.9842192530632019, 0.0049627418629825115, 0.010818041861057281]",0,0,sub-037,5000,5499.0
00000859.npy,"[2.8278074264526367, -3.116002082824707, -2.715471029281616]",train,"[0.9935067892074585, 0.0026049967855215073, 0.0038882617373019457]",0,0,sub-037,5500,5999.0
00000860.npy,"[2.01611590385437, -2.6838583946228027, -1.6844823360443115]",train,"[0.967301070690155, 0.008798100054264069, 0.02390078827738762]",0,0,sub-037,6000,6499.0
00000861.npy,"[2.427724838256836, -2.9822070598602295, -2.312525510787964]",train,"[0.9869638085365295, 0.004413646645843983, 0.008622566238045692]",0,0,sub-037,6500,6999.0
00000862.npy,"[3.1288254261016846, -3.9805173873901367, -2.662336826324463]",train,"[0.9961431622505188, 0.000814279483165592, 0.003042648546397686]",0,0,sub-037,7000,7499.0
00000863.npy,"[1.128685712814331, -1.4935400485992432, -1.2746772766113281]",train,"[0.8598050475120544, 0.06245709955692291, 0.07773786783218384]",0,0,sub-037,7500,7999.0
00000864.npy,"[2.1923446655273438, -2.945730209350586, -2.299647092819214]",train,"[0.9832190871238708, 0.005770490504801273, 0.011010397225618362]",0,0,sub-037,8000,8499.0
00000865.npy,"[0.6798406839370728, -1.1776933670043945, -0.9504624605178833]",train,"[0.7396848201751709, 0.1154329925775528, 0.1448822021484375]",0,0,sub-037,8500,8999.0
00000866.npy,"[1.4959545135498047, -1.9319323301315308, -1.3768281936645508]",train,"[0.9182763695716858, 0.029803071171045303, 0.05192060396075249]",0,0,sub-037,9000,9499.0
00000867.npy,"[-1.9665449857711792, -1.2827285528182983, 0.8329334855079651]",train,"[0.05149993672966957, 0.1020432710647583, 0.8464567065238953]",2,0,sub-037,9500,9999.0
00000868.npy,"[-0.5704248547554016, -0.8072463870048523, -0.3497510254383087]",train,"[0.3293754756450653, 0.25992074608802795, 0.41070377826690674]",2,0,sub-037,10000,10499.0
00000869.npy,"[-1.250239372253418, -0.5032482743263245, 0.5995645523071289]",train,"[0.10560540109872818, 0.22289495170116425, 0.6714996099472046]",2,0,sub-037,10500,10999.0
00000870.npy,"[-1.477040410041809, -0.9031708240509033, 0.44841811060905457]",train,"[0.10380534827709198, 0.18426722288131714, 0.7119274139404297]",2,0,sub-037,11000,11499.0
00000871.npy,"[3.9801857471466064, -4.551361560821533, -3.6087613105773926]",train,"[0.9992972612380981, 0.0001970110897673294, 0.0005056578665971756]",0,0,sub-037,11500,11999.0
00000872.npy,"[3.2720987796783447, -4.088397979736328, -2.8696343898773193]",train,"[0.9972206354141235, 0.0006341153057292104, 0.00214521330781281]",0,0,sub-037,12000,12499.0
00000873.npy,"[2.1229634284973145, -2.7081034183502197, -1.9604451656341553]",train,"[0.9757735133171082, 0.007784724701195955, 0.016441725194454193]",0,0,sub-037,12500,12999.0
00000874.npy,"[1.3690012693405151, -1.782664179801941, -1.2616971731185913]",train,"[0.8970146179199219, 0.038375016301870346, 0.06461029499769211]",0,0,sub-037,13000,13499.0
00000875.npy,"[2.0921120643615723, -2.7950572967529297, -1.7318048477172852]",train,"[0.9714539647102356, 0.007327428087592125, 0.021218575537204742]",0,0,sub-037,13500,13999.0
00000876.npy,"[0.7085475325584412, -1.4512311220169067, -0.8000867366790771]",train,"[0.7481879591941833, 0.08630397170782089, 0.16550806164741516]",0,0,sub-037,14000,14499.0
00000877.npy,"[2.3650259971618652, -3.254551887512207, -1.9399408102035522]",train,"[0.9831609129905701, 0.003565110033378005, 0.013273980468511581]",0,0,sub-037,14500,14999.0
00000878.npy,"[1.9194146394729614, -2.880065679550171, -1.5490739345550537]",train,"[0.962095320224762, 0.007921915501356125, 0.029982829466462135]",0,0,sub-037,15000,15499.0
00000879.npy,"[2.126438617706299, -2.9211244583129883, -1.83841073513031]",train,"[0.9752330780029297, 0.006265844684094191, 0.018501041457057]",0,0,sub-037,15500,15999.0
00000880.npy,"[2.313610315322876, -3.0660438537597656, -1.6905221939086914]",train,"[0.9776608943939209, 0.00450644688680768, 0.017832640558481216]",0,0,sub-037,16000,16499.0
00000881.npy,"[2.9865596294403076, -3.6778852939605713, -2.7516281604766846]",train,"[0.9955241680145264, 0.0012697556521743536, 0.0032061843667179346]",0,0,sub-037,16500,16999.0
00000882.npy,"[1.25200355052948, -1.7266383171081543, -1.123116374015808]",train,"[0.8742288947105408, 0.044464901089668274, 0.08130620419979095]",0,0,sub-037,17000,17499.0
00000883.npy,"[1.3195221424102783, -2.2217228412628174, -1.127565622329712]",train,"[0.8964409232139587, 0.02597637288272381, 0.0775827169418335]",0,0,sub-037,17500,17999.0
00000884.npy,"[1.4723775386810303, -2.3391201496124268, -1.3919873237609863]",train,"[0.9266687035560608, 0.02049330808222294, 0.0528380312025547]",0,0,sub-037,18000,18499.0
00000885.npy,"[0.5122860670089722, -1.1629014015197754, -0.391353577375412]",train,"[0.6279965043067932, 0.11760682612657547, 0.2543967068195343]",0,0,sub-037,18500,18999.0
00000886.npy,"[1.3526747226715088, -1.9702523946762085, -0.8915978670120239]",train,"[0.8756170272827148, 0.03156351298093796, 0.09281943738460541]",0,0,sub-037,19000,19499.0
00000887.npy,"[0.46354854106903076, -0.8857074975967407, -1.0778045654296875]",train,"[0.6786450147628784, 0.17606304585933685, 0.14529193937778473]",0,0,sub-037,19500,19999.0
00000888.npy,"[0.5766506195068359, -1.2639707326889038, -0.8490651845932007]",train,"[0.7147680521011353, 0.11344711482524872, 0.17178475856781006]",0,0,sub-037,20000,20499.0
00000889.npy,"[3.2259819507598877, -3.9849650859832764, -2.502767324447632]",train,"[0.9960261583328247, 0.000735522888135165, 0.0032382213976234198]",0,0,sub-037,20500,20999.0
00000890.npy,"[0.9189088344573975, -1.719566822052002, -1.0327773094177246]",train,"[0.8240595459938049, 0.058895643800497055, 0.11704478412866592]",0,0,sub-037,21000,21499.0
00000891.npy,"[-0.45162057876586914, -0.17946209013462067, -0.20612850785255432]",train,"[0.2784704267978668, 0.3655746281147003, 0.3559549152851105]",1,0,sub-037,21500,21999.0
00000892.npy,"[1.6168431043624878, -2.3637890815734863, -1.4232425689697266]",train,"[0.9376424551010132, 0.017509374767541885, 0.04484817385673523]",0,0,sub-037,22000,22499.0
00000893.npy,"[2.3076705932617188, -3.299694299697876, -1.6915110349655151]",train,"[0.9784723520278931, 0.0035917083732783794, 0.017936017364263535]",0,0,sub-037,22500,22999.0
00000894.npy,"[1.8164138793945312, -2.4263226985931396, -1.5239810943603516]",train,"[0.9525704979896545, 0.013686737045645714, 0.03374286741018295]",0,0,sub-037,23000,23499.0
00000895.npy,"[1.7926708459854126, -2.156172037124634, -1.4134036302566528]",train,"[0.9435811042785645, 0.018189407885074615, 0.03822951391339302]",0,0,sub-037,23500,23999.0
00000896.npy,"[-0.15701773762702942, -1.1689499616622925, -0.3573984205722809]",train,"[0.45830878615379333, 0.16660252213478088, 0.3750886917114258]",0,0,sub-037,24000,24499.0
00000897.npy,"[0.7542118430137634, -1.745290994644165, -0.7323660254478455]",train,"[0.7643675804138184, 0.06277431547641754, 0.1728580743074417]",0,0,sub-037,24500,24999.0
00000898.npy,"[0.43032270669937134, -0.8616264462471008, -0.9739330410957336]",train,"[0.6577715873718262, 0.1807127296924591, 0.16151565313339233]",0,0,sub-037,25000,25499.0
00000899.npy,"[0.9997665882110596, -1.6817327737808228, -0.885421097278595]",train,"[0.819496750831604, 0.056103091686964035, 0.12440008670091629]",0,0,sub-037,25500,25999.0
00000900.npy,"[0.37149813771247864, -0.9846343994140625, -0.6111369132995605]",train,"[0.6127530932426453, 0.1578790843486786, 0.22936783730983734]",0,0,sub-037,26000,26499.0
00000901.npy,"[-1.2176059484481812, 0.1843358278274536, -0.6664056777954102]",train,"[0.14709308743476868, 0.5976512432098389, 0.25525572896003723]",1,0,sub-037,26500,26999.0
00000902.npy,"[0.19449159502983093, -1.023484706878662, -0.2248588502407074]",train,"[0.5119536519050598, 0.15145033597946167, 0.3365960717201233]",0,0,sub-037,27000,27499.0
00000903.npy,"[-0.960159182548523, -0.8071154356002808, 0.22376786172389984]",train,"[0.18407543003559113, 0.21451708674430847, 0.601407527923584]",2,0,sub-037,27500,27999.0
00000904.npy,"[0.040277160704135895, -0.6835545897483826, -0.5409603714942932]",train,"[0.4892137050628662, 0.23721516132354736, 0.2735711932182312]",0,0,sub-037,28000,28499.0
00000905.npy,"[-0.02279125340282917, -1.019057035446167, -0.5766164064407349]",train,"[0.5144025087356567, 0.18994608521461487, 0.295651376247406]",0,0,sub-037,28500,28999.0
00000906.npy,"[0.9225818514823914, -1.6176820993423462, -0.8907003402709961]",train,"[0.8051766157150269, 0.06348462402820587, 0.1313387006521225]",0,0,sub-037,29000,29499.0
00000907.npy,"[0.9368574619293213, -1.5590636730194092, -1.3575096130371094]",train,"[0.8451330661773682, 0.06965629011392593, 0.08521069586277008]",0,0,sub-037,29500,29999.0
00000908.npy,"[1.5304508209228516, -1.8785123825073242, -1.5966073274612427]",train,"[0.9285722970962524, 0.030712969601154327, 0.04071474075317383]",0,0,sub-037,30000,30499.0
00000909.npy,"[1.3178266286849976, -2.373796224594116, -1.3757294416427612]",train,"[0.9152719378471375, 0.02281911112368107, 0.06190897151827812]",0,0,sub-037,30500,30999.0
00000910.npy,"[1.0726152658462524, -1.6916327476501465, -1.1234031915664673]",train,"[0.8515939116477966, 0.05367041751742363, 0.09473574161529541]",0,0,sub-037,31000,31499.0
00000911.npy,"[1.5373903512954712, -2.6208369731903076, -1.3810818195343018]",train,"[0.9348840713500977, 0.014617144130170345, 0.0504988357424736]",0,0,sub-037,31500,31999.0
00000912.npy,"[-0.8212547302246094, -0.6831349730491638, -0.021580183878540993]",train,"[0.22867965698242188, 0.2625500559806824, 0.5087702870368958]",2,0,sub-037,32000,32499.0
00000913.npy,"[-0.5294575691223145, -0.583354651927948, 0.016000160947442055]",train,"[0.2722623944282532, 0.2579766809940338, 0.4697609543800354]",2,0,sub-037,32500,32999.0
00000914.npy,"[-0.6870487928390503, -0.6752665638923645, -0.14954198896884918]",train,"[0.2685583531856537, 0.27174127101898193, 0.45970043540000916]",2,0,sub-037,33000,33499.0
00000915.npy,"[-0.10653587430715561, -0.4493095278739929, -0.514374315738678]",train,"[0.4210730195045471, 0.29887712001800537, 0.2800498902797699]",0,0,sub-037,33500,33999.0
00000916.npy,"[2.2892560958862305, -2.9809000492095947, -1.52967369556427]",train,"[0.973620593547821, 0.005007144529372454, 0.021372221410274506]",0,0,sub-037,34000,34499.0
00000917.npy,"[2.4554717540740967, -3.019829273223877, -2.110645055770874]",train,"[0.9856224656105042, 0.004128741566091776, 0.0102487588301301]",0,0,sub-037,34500,34999.0
00000918.npy,"[1.860996961593628, -2.387629270553589, -1.8296031951904297]",train,"[0.9622407555580139, 0.013744494877755642, 0.024014661088585854]",0,0,sub-037,35000,35499.0
00000919.npy,"[0.9833645820617676, -1.6694364547729492, -1.309208869934082]",train,"[0.8536357879638672, 0.06014171242713928, 0.08622249960899353]",0,0,sub-037,35500,35999.0
00000920.npy,"[2.835693120956421, -3.236844301223755, -2.4105966091156006]",train,"[0.9924846291542053, 0.002287990879267454, 0.005227440968155861]",0,0,sub-037,36000,36499.0
00000921.npy,"[-0.10205767303705215, -0.8015415072441101, -0.5289934873580933]",train,"[0.46525758504867554, 0.23115935921669006, 0.3035830855369568]",0,0,sub-037,36500,36999.0
00000922.npy,"[3.0910861492156982, -3.681570291519165, -2.484992504119873]",train,"[0.9950921535491943, 0.0011390321888029575, 0.003768801223486662]",0,0,sub-037,37000,37499.0
00000923.npy,"[3.107041358947754, -3.856651544570923, -2.866637945175171]",train,"[0.9965217113494873, 0.0009423092706128955, 0.0025360083673149347]",0,0,sub-037,37500,37999.0
00000924.npy,"[1.1925585269927979, -1.9160559177398682, -1.2037819623947144]",train,"[0.8805038928985596, 0.039325762540102005, 0.08017036318778992]",0,0,sub-037,38000,38499.0
00000925.npy,"[-0.8823885321617126, -0.49729347229003906, -0.0932934358716011]",train,"[0.21407970786094666, 0.3146445155143738, 0.47127583622932434]",2,0,sub-037,38500,38999.0
00000926.npy,"[0.081305593252182, -1.001075267791748, -0.19761353731155396]",train,"[0.47723838686943054, 0.1616826057434082, 0.36107906699180603]",0,0,sub-037,39000,39499.0
00000927.npy,"[1.5030622482299805, -1.7190622091293335, -1.3241127729415894]",train,"[0.9098767042160034, 0.03627701848745346, 0.053846314549446106]",0,0,sub-037,39500,39999.0
00000928.npy,"[-0.7386234402656555, -0.6507893800735474, 0.061271436512470245]",train,"[0.23163622617721558, 0.2529020607471466, 0.5154617428779602]",2,0,sub-037,40000,40499.0
00000929.npy,"[0.022613799199461937, -1.3323079347610474, -0.4598962962627411]",train,"[0.5332765579223633, 0.13756802678108215, 0.32915544509887695]",0,0,sub-037,40500,40999.0
00000930.npy,"[-0.22598426043987274, -0.7393735647201538, -0.10967164486646652]",train,"[0.36740246415138245, 0.21987707912921906, 0.4127204716205597]",2,0,sub-037,41000,41499.0
00000931.npy,"[0.9627319574356079, -1.5308235883712769, -0.8028197884559631]",train,"[0.7976338267326355, 0.06589706987142563, 0.1364690363407135]",0,0,sub-037,41500,41999.0
00000932.npy,"[1.549547791481018, -2.2780332565307617, -1.1283138990402222]",train,"[0.9170339107513428, 0.019956670701503754, 0.06300932168960571]",0,0,sub-037,42000,42499.0
00000933.npy,"[0.3213357627391815, -1.2314932346343994, -0.25154101848602295]",train,"[0.5632060170173645, 0.11920163035392761, 0.3175923824310303]",0,0,sub-037,42500,42999.0
00000934.npy,"[-0.22323861718177795, -0.6775566339492798, -0.15798217058181763]",train,"[0.3700532615184784, 0.23493972420692444, 0.3950069844722748]",2,0,sub-037,43000,43499.0
00000935.npy,"[1.8621097803115845, -2.5655603408813477, -1.349264144897461]",train,"[0.9503504037857056, 0.01134935300797224, 0.03830026835203171]",0,0,sub-037,43500,43999.0
00000936.npy,"[-0.3476131856441498, -0.5908468961715698, -0.015374572947621346]",train,"[0.3146460950374603, 0.24671030044555664, 0.43864354491233826]",2,0,sub-037,44000,44499.0
00000937.npy,"[1.7765997648239136, -2.636483669281006, -1.4207215309143066]",train,"[0.9496772885322571, 0.011507956311106682, 0.03881477192044258]",0,0,sub-037,44500,44999.0
00000938.npy,"[2.3209025859832764, -3.244631767272949, -1.899290919303894]",train,"[0.9818135499954224, 0.0037579245399683714, 0.014428539201617241]",0,0,sub-037,45000,45499.0
00000939.npy,"[1.3259789943695068, -2.0353691577911377, -1.174865961074829]",train,"[0.8954923748970032, 0.031063253059983253, 0.07344440370798111]",0,0,sub-037,45500,45999.0
00000940.npy,"[1.295485019683838, -2.128962278366089, -0.9450148940086365]",train,"[0.8779842853546143, 0.028593558818101883, 0.09342217445373535]",0,0,sub-037,46000,46499.0
00000941.npy,"[1.4376435279846191, -2.1519079208374023, -1.3427141904830933]",train,"[0.9177452325820923, 0.025339599698781967, 0.05691517889499664]",0,0,sub-037,46500,46999.0
00000942.npy,"[1.5275942087173462, -2.332885503768921, -1.199145793914795]",train,"[0.9203948974609375, 0.019381579011678696, 0.06022351607680321]",0,0,sub-037,47000,47499.0
00000943.npy,"[2.6151394844055176, -3.36905837059021, -2.123406171798706]",train,"[0.9888560175895691, 0.0024901703000068665, 0.008653840981423855]",0,0,sub-037,47500,47999.0
00000944.npy,"[0.18453146517276764, -0.865686297416687, -0.624417781829834]",train,"[0.5570449233055115, 0.19488860666751862, 0.24806644022464752]",0,0,sub-037,48000,48499.0
00000945.npy,"[1.8337024450302124, -2.625086545944214, -1.62766695022583]",train,"[0.9588066339492798, 0.011099505238234997, 0.03009382262825966]",0,0,sub-037,48500,48999.0
00000946.npy,"[1.8935359716415405, -2.370558500289917, -1.5112066268920898]",train,"[0.9548545479774475, 0.013429646380245686, 0.031715840101242065]",0,0,sub-037,49000,49499.0
00000947.npy,"[-1.48403000831604, 0.17632798850536346, -0.231923907995224]",train,"[0.10247061401605606, 0.5391177535057068, 0.35841163992881775]",1,0,sub-037,49500,49999.0
00000948.npy,"[2.479562997817993, -3.1073977947235107, -2.4351754188537598]",train,"[0.9890374541282654, 0.0037053267005831003, 0.007257196120917797]",0,0,sub-037,50000,50499.0
00000949.npy,"[0.5264484882354736, -1.0288907289505005, -0.8735840916633606]",train,"[0.6860090494155884, 0.1448286920785904, 0.16916225850582123]",0,0,sub-037,50500,50999.0
