crop_file,logits,dataset,softmax_values,pred_label,true_label,original_rec,crop_start_sample,crop_end_sample
00000848.npy,"[0.8268759250640869, -1.7201701402664185, -0.8760070204734802]",train,"[0.7933546900749207, 0.06212970241904259, 0.14451558887958527]",0,0,sub-037,0,499.0
00000849.npy,"[0.18127815425395966, -0.9718306064605713, -0.5567091703414917]",train,"[0.5574977397918701, 0.17597638070583344, 0.26652583479881287]",0,0,sub-037,500,999.0
00000850.npy,"[0.5350512266159058, -1.341612696647644, -0.6216652989387512]",train,"[0.6813766360282898, 0.104318767786026, 0.21430464088916779]",0,0,sub-037,1000,1499.0
00000851.npy,"[0.8761180639266968, -1.5200735330581665, -0.5628499984741211]",train,"[0.7528780102729797, 0.0685601532459259, 0.17856186628341675]",0,0,sub-037,1500,1999.0
00000852.npy,"[0.7508666515350342, -0.8818386793136597, -0.6043615341186523]",train,"[0.6880945563316345, 0.13445384800434113, 0.17745164036750793]",0,0,sub-037,2000,2499.0
00000853.npy,"[-0.014991940930485725, 0.1308227777481079, -0.47528326511383057]",train,"[0.35866957902908325, 0.4149741530418396, 0.22635628283023834]",1,0,sub-037,2500,2999.0
00000854.npy,"[0.3431874215602875, -0.9957546591758728, -0.7187429070472717]",train,"[0.6219251155853271, 0.1630207747220993, 0.21505405008792877]",0,0,sub-037,3000,3499.0
00000855.npy,"[-0.15473975241184235, -0.02326832339167595, -0.08908138424158096]",train,"[0.3116850256919861, 0.3554784059524536, 0.3328365385532379]",1,0,sub-037,3500,3999.0
00000856.npy,"[0.7207650542259216, -1.0461292266845703, -1.0089629888534546]",train,"[0.7417322397232056, 0.12673445045948029, 0.13153333961963654]",0,0,sub-037,4000,4499.0
00000857.npy,"[0.1300262212753296, -0.4442777931690216, -0.2902904450893402]",train,"[0.45046356320381165, 0.25365450978279114, 0.2958819568157196]",0,0,sub-037,4500,4999.0
00000858.npy,"[1.0582454204559326, -2.026033639907837, -0.9267063736915588]",train,"[0.8452011346817017, 0.03867895528674126, 0.1161198616027832]",0,0,sub-037,5000,5499.0
00000859.npy,"[1.4668138027191162, -3.3541438579559326, -1.5239908695220947]",train,"[0.9449062943458557, 0.007615061942487955, 0.04747869446873665]",0,0,sub-037,5500,5999.0
00000860.npy,"[0.7630555629730225, -1.8414145708084106, -1.0417922735214233]",train,"[0.8074662685394287, 0.059705909341573715, 0.1328277736902237]",0,0,sub-037,6000,6499.0
00000861.npy,"[1.4563053846359253, -2.7058284282684326, -1.3105030059814453]",train,"[0.9272682070732117, 0.014441545121371746, 0.05829022079706192]",0,0,sub-037,6500,6999.0
00000862.npy,"[1.284926414489746, -2.6932270526885986, -1.2340031862258911]",train,"[0.9096980094909668, 0.01702970452606678, 0.07327233254909515]",0,0,sub-037,7000,7499.0
00000863.npy,"[0.5409356355667114, -1.3271785974502563, -0.7574637532234192]",train,"[0.7005828619003296, 0.10818019509315491, 0.1912369430065155]",0,0,sub-037,7500,7999.0
00000864.npy,"[0.6825003623962402, -1.5094822645187378, -0.8471038341522217]",train,"[0.7528326511383057, 0.08408769220113754, 0.1630796492099762]",0,0,sub-037,8000,8499.0
